,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,staid,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName,agency_cd,station_nm,site_tp_cd,lat_va,long_va,dec_lat_va,dec_long_va,coord_meth_cd,coord_acy_cd,coord_datum_cd,dec_coord_datum_cd,district_cd,state_cd,county_cd,country_cd,land_net_ds,map_nm,map_scale_fc,alt_va,alt_meth_cd,alt_acy_va,alt_datum_cd,huc_cd,basin_cd,topo_cd,instruments_cd,construction_dt,inventory_dt,drain_area_va,contrib_drain_area_va,tz_cd,local_time_fg,reliability_cd,gw_file_cd,nat_aqfr_cd,aqfr_cd,aqfr_type_cd,well_depth_va,hole_depth_va,depth_src_cd,project_no
423,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,pH,Total,8.2,std units,,Accepted,,Actual,,,,,,,403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363","USGS-National Water Quality Lab, Denver, CO",2020-06-02,,Lower Reporting Limit,0.1,std units,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
424,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Carbon dioxide,Total,6.6,mg/l,,Accepted,,Actual,,,,,,,405,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
425,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Carbonate,Dissolved,0.1,mg/l,,Accepted,,Actual,,,,,,,452,,,,,,ASM01,USGS,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods",U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
426,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Bicarbonate,Dissolved,155.0,mg/l,,Accepted,,Actual,,,,,,,453,,,,,,ASM01,USGS,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods",U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
427,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,Not Detected,Organic Nitrogen,Dissolved,,,,Accepted,,Actual,,,,,,,607,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.02,mg/l,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
428,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,Not Detected,Ammonia and ammonium,Dissolved,,,,Accepted,,Actual,,,,,,,608,,,,,,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2020-06-02,,Detection limit by DQCALC,0.01,mg/l as N,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
429,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,Not Detected,Nitrite,Dissolved,,,,Accepted,,Actual,,,,,,,613,,,,,,DZ001,USGS,"Nitrite, wf, DA, diazo",,"USGS-National Water Quality Lab, Denver, CO",2020-06-02,,Detection limit by DQCALC,0.001,mg/l as N,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
430,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Nitrate,Dissolved,0.042,mg/l as N,,Accepted,,Actual,,,,,,,618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
431,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.042,mg/l as N,,Accepted,,Actual,,,,,,,631,,,,,,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2020-06-03,below the reporting level but at or above the detection level,Detection limit by DQCALC,0.04,mg/l as N,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
432,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Orthophosphate,Dissolved,0.022,mg/l asPO4,,Accepted,,Actual,,,,,,,660,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
433,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Orthophosphate,Dissolved,0.007,mg/l as P,,Accepted,,Actual,,,,,,,671,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2020-06-02,below the reporting level but at or above the detection level,Detection limit by DQCALC,0.004,mg/l as P,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
434,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Organic carbon,Dissolved,0.42,mg/l,,Accepted,,Actual,,,,,,,681,,,,,,CMB15,USGS,"DOC, wf, 0.45 um cap, combust IR",USGS NWQL Rapi-Note 17-21,"USGS-National Water Quality Lab, Denver, CO",2020-06-03,below the reporting level but at or above the detection level,Blank-adjusted method detect limit,0.23,mg/l,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
435,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,"Hardness, Ca, Mg",,130.0,mg/l CaCO3,,Accepted,,Actual,,,,,,,900,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
436,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,"Hardness, non-carbonate",Dissolved,3.0,mg/l CaCO3,,Accepted,,Actual,,,,,,,904,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
437,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Calcium,Dissolved,41.1,mg/l,,Accepted,,Actual,,,,,,,915,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-06-04,,Detection limit by DQCALC,0.022,mg/l,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
438,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Magnesium,Dissolved,6.72,mg/l,,Accepted,,Actual,,,,,,,925,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-06-04,,Detection limit by DQCALC,0.01,mg/l,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
439,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Sodium,Dissolved,7.4,mg/l,,Accepted,,Actual,,,,,,,930,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-06-04,,Detection limit by DQCALC,0.4,mg/l,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
440,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.28,None,,Accepted,,Actual,,,,,,,931,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
441,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,"Sodium, percent total cations",,11.0,%,,Accepted,,Actual,,,,,,,932,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
442,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Potassium,Dissolved,1.8,mg/l,,Accepted,,Actual,,,,,,,935,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2020-06-04,,Detection limit by DQCALC,0.3,mg/l,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
443,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Chloride,Dissolved,3.7,mg/l,,Accepted,,Actual,,,,,,,940,,,,,,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2020-06-03,,Detection limit by DQCALC,0.02,mg/l,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
444,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Sulfate,Dissolved,12.5,mg/l,,Accepted,,Actual,,,,,,,945,,,,,,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2020-06-03,,Detection limit by DQCALC,0.02,mg/l,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
445,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Fluoride,Dissolved,0.44,mg/l,,Accepted,,Actual,,,,,,,950,,,,,,IC003,USGS,"Fluoride, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2020-06-03,,Detection limit by DQCALC,0.01,mg/l,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
446,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Silica,Dissolved,15.6,mg/l,,Accepted,,Actual,,,,,,,955,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-06-04,,Detection limit by DQCALC,0.05,mg/l,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
